"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"459","Daurice Fountain","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","0","0"
"459","Isaiah Ford","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","0","0"
"459","Temarrick Hemingway","TE","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0"
"459","Boston Scott","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0"
"459","Taiwan Jones","RB","FA","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Brandon Allen","QB","TEN","0","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"459","Trey Edmunds","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0"
"459","Chris Lacy","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0"
"459","Tyler Bray","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","0","0"
"459","Brandon Wilson","S","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","0","0"
"459","Clark Harris","TE","FA","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0"
"459","Godwin Igwebuike","RB","FA","-","-","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","0"
"459","Dare Ogunbowale","RB","HOU","-","-","-","-","-","-","-","-","-","BYE","0","0","-","-","-","-","-","0","0"
"459","Deante Burton","WR","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0"
"459","Cam Sims","WR","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Buddy Howell","RB","FA","-","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0"
"459","Jaydon Mickens","WR","FA","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Mike Thomas","WR","FA","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Pharoh Cooper","WR","FA","0","-","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","0"
"459","Daniel Brown","TE","FA","-","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","-","0","0"
"459","Matthew Slater","WR","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"459","Darrell Daniels","TE","FA","0","0","0","-","0","0","-","0","0","0","0","-","0","-","-","-","0","0","0"
"459","Mason Schreck","TE","FA","0","0","0","-","0","0","0","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Alex Ellis","TE","FA","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Kyle Sloter","QB","FA","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"459","Beau Brinkley","TE","FA","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"459","Kyle Nelson","TE","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","-","-","-","-","0","0"
"459","Patrick Ricard","RB","BAL","0","0","0","0","0","-","0","0","0","BYE","0","0","-","-","-","-","-","0","0"
"459","Cooper Rush","QB","BAL","-","-","-","-","-","0","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"459","Deon Yelder","TE","FA","-","-","-","-","-","-","-","0","0","0","-","-","-","-","-","-","-","0","0"
"459","Senorise Perry","RB","FA","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0"
"459","Lance Lenoir Jr.","WR","FA","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","-","0","0"
"459","Steven Mitchell Jr.","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0"
"493","Chad Kelly","QB","FA","-","-","-","-","-","-0.1","-","-","-","-","-","-","-","-","-","-","-","-0.1","-0.1"
"494","Brian Hoyer","QB","FA","-","-","-","-0.3","-","-","-","-0.2","-","0.5","-","-","-","-","-","-0.2","-0.3","-0.1","-0.5"
"495","Jacoby Brissett","QB","ARI","-","-","0","-","-","-","-0.4","-","BYE","-","-0.4","0.2","-","-","-","-","-","-0.2","-0.6"
"496","Geno Smith","QB","LV","-","-0.1","-","-","-","0.1","-","-","-","-","-","0.7","0","-","-","-","-2.2","-0.3","-1.5"
"497","JoJo Natson","WR","FA","-","0","0","-","-","0","0","0","0","0","0","-","0","0","-2","0","0","-0.2","-2"
"498","Kyle Lauletta","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-2.2","-","-","0","-1.1","-2.2"
""
""
